"","ID","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EmployeeNumber","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition_num"
"524",524,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",4,"Life Sciences",638,"very high","Male","Medium (41-60)","medium",5,"Research Director","high","Divorced","Very High (16001-19999)",2125,1,"Yes",17,"high","high",1,31,5,"high",">30 Years",9,0,9,0
"525",525,"51 to 60","No","Travel_Rarely","Low(100-450)","Research & Development","3-5 miles",3,"Life Sciences",309,"high","Male","High (61-80)","medium",1,"Research Scientist","very high","Married","Low(1000-4000)",8456,3,"No",17,"high","low",1,7,6,"high","Low(0-5 Years)",0,0,0,0
"526",526,"51 to 60","No","Travel_Frequently","Low(100-450)","Sales","<=2 miles",3,"Marketing",1050,"high","Female","Low(0-40)","medium",3,"Sales Executive","medium","Married","Medium (7001-10000)",23537,2,"No",12,"high","low",1,30,2,"high","Medium (11-15 Years)",7,6,12,0
"527",527,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Sales","3-5 miles",2,"Life Sciences",240,"high","Female","Low(0-40)","high",2,"Sales Executive","low","Divorced","low-Medium (4001-7000)",6319,4,"Yes",11,"high","low",1,9,3,"very high","Low(0-5 Years)",4,0,3,0
"528",528,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","10-15 miles",2,"Medical",1251,"high","Male","High (61-80)","high",2,"Healthcare Representative","low","Married","low-Medium (4001-7000)",17089,1,"Yes",12,"high","very high",0,6,2,"medium","low-Medium (6-10 Years)",5,0,1,0
"529",529,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",3,"Medical",105,"medium","Male","Low(0-40)","medium",1,"Research Scientist","high","Single","Low(1000-4000)",26278,1,"No",18,"high","low",0,6,3,"high","low-Medium (6-10 Years)",4,0,4,0
"530",530,"51 to 60","Yes","Travel_Rarely","Low(100-450)","Research & Development","10-15 miles",4,"Life Sciences",161,"medium","Female","High (61-80)","high",1,"Research Scientist","medium","Married","low-Medium (4001-7000)",4510,9,"Yes",18,"high","low",3,7,2,"high","Low(0-5 Years)",4,4,3,1
"531",531,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development",">=16",1,"Life Sciences",1088,"high","Female","High (61-80)","medium",3,"Healthcare Representative","high","Married","Medium (7001-10000)",24608,0,"No",18,"high","low",1,20,4,"medium","Medium-High (16-20 Years)",9,1,9,0
"532",532,"29 to 39","No","Travel_Rarely","High (801-1150)","Sales","<=2 miles",4,"Life Sciences",1585,"medium","Female","High (61-80)","high",2,"Sales Executive","high","Single","low-Medium (4001-7000)",21447,6,"No",13,"high","low",0,15,5,"high","Low(0-5 Years)",0,0,0,0
"533",533,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",2,"Life Sciences",824,"high","Male","Very High (81-110)","very high",1,"Research Scientist","high","Married","Low(1000-4000)",23779,1,"No",24,"very high","high",1,10,3,"high","low-Medium (6-10 Years)",7,0,7,0
"534",534,"29 to 39","No","Non-Travel","High (801-1150)","Research & Development","10-15 miles",4,"Medical",1955,"high","Female","Low(0-40)","high",2,"Healthcare Representative","very high","Divorced","low-Medium (4001-7000)",16542,5,"No",18,"high","medium",1,9,6,"high","Low(0-5 Years)",1,1,2,0
"535",535,"29 to 39","Yes","Travel_Rarely","Low(100-450)","Research & Development","6-9 miles",4,"Other",454,"medium","Male","High (61-80)","low",1,"Laboratory Technician","low","Married","Low(1000-4000)",4759,1,"Yes",11,"high","very high",0,7,4,"medium","low-Medium (6-10 Years)",7,0,7,1
"536",536,"40 to 50","No","Non-Travel","Very High (1151-1500)","Research & Development","6-9 miles",3,"Medical",262,"very high","Male","Low(0-40)","very high",1,"Research Scientist","very high","Divorced","Low(1000-4000)",5228,4,"No",14,"high","very high",3,7,3,"very high","Low(0-5 Years)",4,2,2,0
"537",537,"29 to 39","No","Travel_Rarely","Low(100-450)","Sales","<=2 miles",2,"Marketing",1125,"very high","Male","Low(0-40)","high",3,"Sales Executive","medium","Single","Medium (7001-10000)",20619,7,"No",16,"high","high",0,10,2,"high","Low(0-5 Years)",0,0,0,0
"538",538,"40 to 50","No","Travel_Rarely","Medium (451-800)","Human Resources","<=2 miles",1,"Technical Degree",470,"high","Male","Medium (41-60)","high",1,"Human Resources","high","Divorced","Low(1000-4000)",24017,0,"Yes",11,"high","high",1,4,5,"high","Low(0-5 Years)",2,1,0,0
"539",539,"18 to 28","Yes","Travel_Rarely","Very High (1151-1500)","Sales","<=2 miles",1,"Technical Degree",554,"low","Female","High (61-80)","high",1,"Sales Representative","medium","Single","Low(1000-4000)",21972,1,"Yes",16,"high","medium",0,6,4,"high","Low(0-5 Years)",3,1,4,1
"540",540,"40 to 50","No","Travel_Rarely","Medium (451-800)","Sales","3-5 miles",4,"Marketing",1171,"medium","Male","Medium (41-60)","high",2,"Sales Executive","low","Single","low-Medium (4001-7000)",2253,7,"No",13,"high","very high",0,9,3,"very high","low-Medium (6-10 Years)",4,1,5,0
"541",541,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","6-9 miles",4,"Life Sciences",1224,"high","Male","Medium (41-60)","high",2,"Laboratory Technician","high","Divorced","Low(1000-4000)",11309,1,"No",13,"high","low",3,10,4,"medium","low-Medium (6-10 Years)",7,8,9,0
"542",542,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","6-9 miles",4,"Life Sciences",1798,"very high","Male","Very High (81-110)","very high",1,"Research Scientist","low","Married","Low(1000-4000)",6076,6,"No",19,"high","medium",1,14,1,"high","low-Medium (6-10 Years)",8,7,6,0
"543",543,"18 to 28","No","Non-Travel","Very High (1151-1500)","Research & Development","3-5 miles",3,"Medical",224,"high","Male","High (61-80)","medium",1,"Research Scientist","high","Divorced","Low(1000-4000)",25326,1,"Yes",15,"high","very high",1,1,2,"medium","Low(0-5 Years)",1,0,1,0
"544",544,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","<=2 miles",4,"Life Sciences",271,"very high","Male","Very High (81-110)","high",2,"Manufacturing Director","high","Married","low-Medium (4001-7000)",7259,9,"No",14,"high","medium",0,14,3,"high","Low(0-5 Years)",0,0,0,0
"545",545,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",4,"Medical",804,"high","Female","Very High (81-110)","medium",1,"Research Scientist","low","Single","low-Medium (4001-7000)",7530,1,"No",11,"high","high",0,6,3,"high","low-Medium (6-10 Years)",5,1,3,0
"546",546,"29 to 39","No","Travel_Rarely","Medium (451-800)","Research & Development",">=16",3,"Life Sciences",1701,"medium","Female","Low(0-40)","medium",1,"Research Scientist","very high","Married","Low(1000-4000)",20338,1,"No",12,"high","medium",0,10,3,"high","low-Medium (6-10 Years)",9,8,7,0
"547",547,"40 to 50","No","Travel_Rarely","Medium (451-800)","Research & Development","6-9 miles",2,"Other",944,"low","Female","Medium (41-60)","high",3,"Laboratory Technician","medium","Married","Medium (7001-10000)",22477,4,"No",11,"high","high",1,29,3,"medium","Very High (26-30 Years)",9,1,7,0
"548",548,"40 to 50","No","Travel_Frequently","Medium (451-800)","Research & Development",">=16",4,"Medical",832,"low","Male","Medium (41-60)","medium",2,"Laboratory Technician","high","Single","low-Medium (4001-7000)",11983,6,"No",14,"high","very high",0,10,6,"high","Low(0-5 Years)",0,0,0,0
"549",549,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",2,"Life Sciences",421,"low","Female","Very High (81-110)","medium",3,"Research Director","medium","Married","Medium-High (10001-13000)",26707,3,"No",17,"high","high",1,19,2,"high","low-Medium (6-10 Years)",8,0,1,0
"550",550,"40 to 50","No","Travel_Rarely","Medium (451-800)","Human Resources",">=16",4,"Medical",1049,"medium","Male","Low(0-40)","high",1,"Human Resources","medium","Single","Low(1000-4000)",8318,1,"No",16,"high","low",0,6,3,"high","low-Medium (6-10 Years)",3,0,4,0
"551",551,"40 to 50","No","Travel_Rarely","Low(100-450)","Human Resources","<=2 miles",3,"Human Resources",734,"very high","Male","Medium (41-60)","medium",5,"Manager","high","Married","Very High (16001-19999)",19562,1,"No",12,"high","medium",1,22,3,"high","High (21-25 Years)",7,2,10,0
"552",552,"18 to 28","No","Travel_Rarely","Very High (1151-1500)","Human Resources","6-9 miles",2,"Medical",869,"medium","Male","High (61-80)","medium",1,"Human Resources","very high","Divorced","low-Medium (4001-7000)",23965,1,"No",13,"high","very high",1,6,6,"high","Low(0-5 Years)",1,0,4,0
"553",553,"29 to 39","No","Travel_Frequently","Very High (1151-1500)","Human Resources","<=2 miles",1,"Human Resources",1890,"medium","Male","Very High (81-110)","medium",2,"Human Resources","very high","Single","Low(1000-4000)",4223,1,"No",21,"very high","very high",0,10,2,"medium","low-Medium (6-10 Years)",1,0,8,0
"554",554,"40 to 50","No","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",4,"Medical",945,"very high","Male","Medium (41-60)","high",1,"Research Scientist","high","Married","Low(1000-4000)",5543,4,"No",17,"high","low",2,13,2,"medium","Low(0-5 Years)",0,0,0,0
"555",555,"40 to 50","No","Non-Travel","Very High (1151-1500)","Research & Development","6-9 miles",5,"Life Sciences",287,"very high","Male","High (61-80)","medium",2,"Healthcare Representative","very high","Married","low-Medium (4001-7000)",14242,9,"No",14,"high","very high",1,5,5,"low","Low(0-5 Years)",2,0,2,0
"556",556,"29 to 39","No","Travel_Rarely","Medium (451-800)","Sales","<=2 miles",3,"Marketing",656,"very high","Male","High (61-80)","high",2,"Sales Executive","high","Married","Medium (7001-10000)",3010,4,"Yes",11,"high","high",1,17,3,"medium","Low(0-5 Years)",0,1,0,0
"557",557,"51 to 60","No","Travel_Rarely","Medium (451-800)","Research & Development","6-9 miles",4,"Life Sciences",578,"high","Female","Medium (41-60)","high",2,"Laboratory Technician","high","Single","Low(1000-4000)",23428,7,"No",11,"high","high",0,19,3,"high","Low(0-5 Years)",0,0,0,0
"558",558,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",2,"Life Sciences",649,"medium","Male","Very High (81-110)","medium",1,"Research Scientist","very high","Married","Low(1000-4000)",22794,1,"Yes",13,"high","very high",1,6,3,"high","low-Medium (6-10 Years)",5,1,3,0
"559",559,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",3,"Life Sciences",836,"medium","Male","Very High (81-110)","high",2,"Manufacturing Director","medium","Married","low-Medium (4001-7000)",11806,1,"No",13,"high","very high",1,10,3,"medium","low-Medium (6-10 Years)",8,7,8,0
"560",560,"18 to 28","No","Travel_Rarely","High (801-1150)","Sales","<=2 miles",3,"Life Sciences",476,"high","Male","Medium (41-60)","high",2,"Sales Executive","high","Married","low-Medium (4001-7000)",20156,1,"No",17,"high","medium",1,8,3,"high","low-Medium (6-10 Years)",7,7,7,0
"561",561,"29 to 39","No","Travel_Frequently","Very High (1151-1500)","Research & Development","3-5 miles",2,"Medical",238,"very high","Male","Low(0-40)","high",1,"Laboratory Technician","medium","Single","Low(1000-4000)",15062,4,"No",12,"high","high",0,13,3,"medium","low-Medium (6-10 Years)",7,7,2,0
"562",562,"51 to 60","No","Travel_Frequently","Very High (1151-1500)","Research & Development","10-15 miles",4,"Life Sciences",1837,"low","Male","Very High (81-110)","high",4,"Research Director","high","Married","High (13001-16000)",21624,2,"Yes",14,"high","medium",0,23,3,"high","Low(0-5 Years)",2,2,2,0
"563",563,"18 to 28","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",4,"Technical Degree",1001,"high","Female","Low(0-40)","high",1,"Laboratory Technician","medium","Married","Low(1000-4000)",12086,9,"No",14,"high","medium",1,4,2,"high","Low(0-5 Years)",2,2,2,0
"564",564,"29 to 39","No","Non-Travel","Medium (451-800)","Research & Development","10-15 miles",3,"Medical",1979,"high","Female","Low(0-40)","high",3,"Research Director","high","Married","Medium-High (10001-13000)",26862,4,"No",20,"very high","high",1,13,2,"very high","Medium (11-15 Years)",7,4,8,0
"565",565,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",3,"Life Sciences",806,"very high","Male","Low(0-40)","low",1,"Laboratory Technician","high","Married","Low(1000-4000)",24375,3,"No",21,"very high","high",2,7,2,"high","Low(0-5 Years)",2,0,2,0
"566",566,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",3,"Medical",2020,"medium","Male","Medium (41-60)","high",1,"Research Scientist","very high","Single","Low(1000-4000)",13422,6,"Yes",12,"high","high",0,6,2,"high","Low(0-5 Years)",3,1,2,0
"567",567,"29 to 39","No","Travel_Rarely","Low(100-450)","Research & Development","<=2 miles",1,"Technical Degree",362,"very high","Male","Very High (81-110)","medium",2,"Laboratory Technician","low","Single","Low(1000-4000)",19737,4,"No",13,"high","very high",0,9,5,"high","low-Medium (6-10 Years)",2,0,4,0
"568",568,"29 to 39","Yes","Travel_Rarely","Medium (451-800)","Sales","<=2 miles",3,"Life Sciences",1562,"medium","Male","High (61-80)","medium",2,"Sales Executive","low","Married","Medium (7001-10000)",5323,1,"No",11,"high","very high",1,10,4,"high","low-Medium (6-10 Years)",8,6,7,1
"569",569,"40 to 50","No","Travel_Rarely","Medium (451-800)","Sales","10-15 miles",2,"Medical",936,"high","Female","High (61-80)","medium",2,"Sales Executive","high","Single","low-Medium (4001-7000)",7824,7,"No",17,"high","low",0,10,6,"high","Low(0-5 Years)",4,0,3,0
"570",570,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",3,"Life Sciences",1005,"very high","Male","Very High (81-110)","high",4,"Manufacturing Director","high","Married","High (13001-16000)",4161,3,"Yes",18,"high","very high",1,22,2,"high","Medium (11-15 Years)",11,1,5,0
"571",571,"40 to 50","No","Travel_Rarely","Low(100-450)","Sales","6-9 miles",3,"Marketing",1909,"high","Female","Medium (41-60)","high",2,"Sales Executive","medium","Married","low-Medium (4001-7000)",26841,5,"No",21,"very high","high",1,14,3,"high","Low(0-5 Years)",4,1,4,0
"572",572,"18 to 28","Yes","Travel_Rarely","Very High (1151-1500)","Research & Development",">=16",1,"Other",923,"very high","Female","High (61-80)","high",1,"Research Scientist","very high","Single","Low(1000-4000)",8870,1,"No",19,"high","low",0,1,3,"medium","Low(0-5 Years)",0,0,0,1
"573",573,"18 to 28","No","Travel_Frequently","Medium (451-800)","Sales","<=2 miles",2,"Life Sciences",1927,"high","Male","Medium (41-60)","medium",2,"Sales Executive","very high","Married","low-Medium (4001-7000)",19255,1,"Yes",12,"high","high",1,7,2,"high","low-Medium (6-10 Years)",7,0,7,0
"574",574,"29 to 39","No","Travel_Rarely","High (801-1150)","Sales","6-9 miles",2,"Technical Degree",1823,"medium","Male","Very High (81-110)","very high",2,"Sales Executive","high","Married","low-Medium (4001-7000)",22128,1,"No",21,"very high","high",2,10,5,"high","low-Medium (6-10 Years)",8,4,8,0
"575",575,"18 to 28","No","Travel_Rarely","Medium (451-800)","Sales",">=16",2,"Marketing",641,"low","Male","High (61-80)","high",2,"Sales Executive","medium","Married","low-Medium (4001-7000)",7428,1,"No",20,"very high","very high",2,6,5,"very high","Low(0-5 Years)",3,1,4,0
"576",576,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development","<=2 miles",4,"Life Sciences",77,"low","Male","Medium (41-60)","medium",2,"Manufacturing Director","high","Divorced","low-Medium (4001-7000)",2689,1,"No",18,"high","high",1,7,2,"very high","low-Medium (6-10 Years)",5,0,7,0
"577",577,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Sales","<=2 miles",3,"Life Sciences",1961,"low","Male","Medium (41-60)","medium",1,"Sales Representative","low","Single","Low(1000-4000)",11473,4,"No",14,"high","low",0,20,3,"medium","Low(0-5 Years)",0,0,0,0
"578",578,"40 to 50","No","Non-Travel","High (801-1150)","Research & Development","3-5 miles",3,"Life Sciences",1471,"high","Male","Very High (81-110)","medium",1,"Laboratory Technician","high","Single","Low(1000-4000)",7973,3,"No",14,"high","very high",0,7,5,"high","Low(0-5 Years)",2,0,3,0
"579",579,"29 to 39","No","Travel_Frequently","Medium (451-800)","Research & Development","3-5 miles",3,"Medical",1633,"low","Female","Very High (81-110)","high",2,"Manufacturing Director","high","Single","low-Medium (4001-7000)",3140,0,"No",13,"high","very high",0,10,2,"low","low-Medium (6-10 Years)",2,3,8,0
"580",580,"29 to 39","No","Travel_Rarely","Very High (1151-1500)","Research & Development","6-9 miles",3,"Life Sciences",1260,"high","Male","Very High (81-110)","high",2,"Healthcare Representative","very high","Divorced","low-Medium (4001-7000)",4204,1,"Yes",11,"high","medium",2,6,2,"high","low-Medium (6-10 Years)",0,1,0,0
"581",581,"18 to 28","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",1,"Medical",1358,"very high","Male","High (61-80)","high",1,"Laboratory Technician","very high","Married","Low(1000-4000)",9075,3,"No",11,"high","high",3,7,6,"medium","Low(0-5 Years)",2,1,2,0
"582",582,"40 to 50","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",5,"Life Sciences",468,"low","Female","Medium (41-60)","high",4,"Research Director","very high","Single","High (13001-16000)",15901,2,"No",14,"high","medium",0,16,2,"high","Low(0-5 Years)",0,0,0,0
"583",583,"29 to 39","No","Travel_Rarely","High (801-1150)","Research & Development",">=16",3,"Medical",1766,"medium","Male","Medium (41-60)","low",2,"Healthcare Representative","very high","Married","low-Medium (4001-7000)",24539,3,"Yes",16,"high","high",1,15,2,"high","Low(0-5 Years)",0,1,0,0
